date_ordered,time_ordered,order_id,user_id,type,product_category
1,1,7027055,12026348,Credit Package Purchase,1
1,1,7027058,12027188,Credit Package Purchase,1
1,1,7027064,12027191,Credit Package Purchase,1
1,1,7027067,12027197,Credit Package Purchase,1
1,1,7027109,12026081,Credit Package Purchase,1
1,1,7027115,12027317,Credit Package Purchase,1
1,1,7027124,12027305,Credit Package Purchase,1
1,1,7027130,12027308,Credit Package Purchase,1
1,1,7027142,12027344,Credit Package Purchase,1
1,1,7027145,12027374,Credit Package Purchase,1
1,1,7027157,12027449,Credit Package Purchase,1
1,1,7027160,12027482,Credit Package Purchase,1
1,1,7027172,12027308,Credit Package Purchase,1
1,1,7027175,12026081,Credit Package Purchase,1
1,1,7027178,12027197,Auction Win,1
1,1,7027184,12027449,Auction Win,1
1,1,7027193,12026081,Credit Package Purchase,1
1,1,7027196,12027527,Credit Package Purchase,1
1,1,7027205,12027527,Auction Win,1
1,1,7027211,12027629,Credit Package Purchase,1
1,1,7027214,12027632,Credit Package Purchase,1
1,1,7027223,12027629,Auction Win,1
1,1,7027238,12027632,Auction Win,1
1,1,7027244,12027698,Credit Package Purchase,1
1,1,7027265,12027734,Credit Package Purchase,1
1,1,7027277,12027260,Credit Package Purchase,1
1,1,7027283,12027629,Buy Now Purchase,1
1,1,7027301,12027671,Credit Package Purchase,1
1,1,7027316,12027857,Credit Package Purchase,1
1,1,7027331,12027005,Auction Win,1
1,1,7027334,12027866,Credit Package Purchase,1
1,1,7027337,12027881,Credit Package Purchase,1
1,1,7027340,12027191,Credit Package Purchase,1
1,1,7027346,12027893,Credit Package Purchase,1
1,1,7027364,12027881,Auction Win,1
1,1,7027370,12027005,Credit Package Purchase,1
1,1,7027388,12027932,Credit Package Purchase,1
1,1,7027403,12027893,Auction Win,1
1,1,7027409,12027959,Credit Package Purchase,1
1,1,7027418,12027950,Credit Package Purchase,1
1,1,7027439,12027986,Credit Package Purchase,1
1,1,7027442,12026987,Auction Win,1
1,1,7027460,12028055,Credit Package Purchase,1
1,1,7027469,12028061,Credit Package Purchase,1
1,1,7027475,12028121,Credit Package Purchase,1
1,1,7027478,12027632,Auction Win,1
1,1,7027490,12028043,Credit Package Purchase,1
1,1,7027496,12028025,Credit Package Purchase,1
1,1,7027502,12027005,Credit Package Purchase,1
1,1,7027505,12028130,Credit Package Purchase,1
1,1,7027520,12028202,Credit Package Purchase,1
1,1,7027526,12028241,Credit Package Purchase,1
1,1,7027532,12028130,Auction Win,1
1,1,7027535,12028202,Auction Win,1
1,1,7027556,12027005,Auction Win,1
1,1,7027568,12027005,Credit Package Purchase,1
1,1,7027589,12028400,Credit Package Purchase,1
1,1,7027598,12028370,Credit Package Purchase,1
1,1,7027601,12028403,Credit Package Purchase,1
1,1,7027604,12028370,Auction Win,1
1,1,7027607,12028445,Credit Package Purchase,1
1,1,7027610,12028445,Auction Win,1
1,1,7027613,12027005,Credit Package Purchase,1
1,1,7027616,12028436,Credit Package Purchase,1
1,1,7027634,12028511,Credit Package Purchase,1
1,1,7027643,12028520,Credit Package Purchase,1
1,1,7027646,12028403,Auction Win,1
1,1,7027649,12027005,Credit Package Purchase,1
1,1,7027655,12028403,Auction Win,1
1,1,7027685,12028682,Credit Package Purchase,1
1,1,7027697,12028520,Auction Win,1
1,1,7027709,12026351,Auction Win,1
1,1,7027718,12028652,Credit Package Purchase,1
1,1,7027724,12028673,Credit Package Purchase,1
1,1,7027733,12028712,Credit Package Purchase,1
1,1,7027742,12028715,Credit Package Purchase,1
1,1,7027748,12028715,Auction Win,1
1,1,7027757,12028778,Credit Package Purchase,1
1,1,7027772,12028712,Credit Package Purchase,1
1,1,7027775,12028682,Auction Win,1
1,1,7027784,12028802,Credit Package Purchase,1
1,1,7027790,12028712,Credit Package Purchase,1
1,1,7027799,12028835,Credit Package Purchase,1
1,1,7027805,12028817,Credit Package Purchase,1
1,1,7027808,12028874,Credit Package Purchase,1
1,1,7027811,12028712,Credit Package Purchase,1
1,1,7027814,12026738,Credit Package Purchase,1
1,1,7027826,12028835,Auction Win,1
1,1,7027832,12028712,Credit Package Purchase,1
1,1,7027835,12028445,Auction Win,1
1,1,7027841,12029012,Credit Package Purchase,1
1,1,7027844,12029015,Credit Package Purchase,1
1,1,7027850,12028712,Credit Package Purchase,1
1,1,7027853,12028979,Credit Package Purchase,1
1,1,7027856,12028712,Credit Package Purchase,1
1,1,7027859,12029027,Credit Package Purchase,1
1,1,7027865,12029063,Credit Package Purchase,1
1,1,7027871,12029012,Auction Win,1
1,1,7027883,12029039,Credit Package Purchase,1
1,1,7027886,12028445,Auction Win,1
1,1,7027895,12028778,Auction Win,1
1,1,7027898,12029126,Credit Package Purchase,1
1,1,7027904,12029063,Auction Win,1
1,1,7027910,12029039,Auction Win,1
1,1,7027916,12029063,Auction Win,1
1,1,7027925,12029210,Credit Package Purchase,1
1,1,7027931,12029063,Auction Win,1
1,1,7027934,12029039,Auction Win,1
1,1,7027937,12028817,Auction Win,1
1,1,7027940,12029246,Credit Package Purchase,1
1,1,7027943,12029258,Credit Package Purchase,1
1,1,7027955,12029258,Auction Win,1
1,1,7027958,12029279,Credit Package Purchase,1
1,1,7027961,12029273,Credit Package Purchase,1
1,1,7027970,12029306,Credit Package Purchase,1
1,1,7027976,12029306,Auction Win,1
1,1,7027991,12029063,Auction Win,1
1,1,7028012,12028778,Credit Package Purchase,1
1,1,7028027,12029306,Auction Win,1
1,1,7028030,12029465,Credit Package Purchase,1
1,1,7028036,12029510,Credit Package Purchase,1
1,1,7028045,12026270,Credit Package Purchase,1
1,1,7028051,12029513,Credit Package Purchase,1
1,1,7028093,12029513,Auction Win,1
1,1,7028111,12029324,Credit Package Purchase,1
1,1,7028123,12029588,Credit Package Purchase,1
1,1,7028168,12029747,Credit Package Purchase,1
1,1,7028171,12029762,Credit Package Purchase,1
1,1,7028186,12029750,Credit Package Purchase,1
1,1,7028192,12029315,Credit Package Purchase,1
1,1,7028201,12029315,Auction Win,1
1,1,7028204,12029831,Credit Package Purchase,1
1,1,7028210,12029279,Auction Win,1
1,1,7028225,12029852,Credit Package Purchase,1
1,1,7028231,12029843,Credit Package Purchase,1
1,1,7028234,12029840,Credit Package Purchase,1
1,1,7028243,12029762,Auction Win,1
1,1,7028246,12029852,Credit Package Purchase,1
1,1,7028249,12029831,Auction Win,1
1,1,7028279,12029279,Auction Win,1
1,1,7028294,12030038,Credit Package Purchase,1
1,1,7028297,12030053,Credit Package Purchase,1
1,1,7028306,12030107,Credit Package Purchase,1
1,1,7028312,12029831,Auction Win,1
1,1,7028315,12028802,Credit Package Purchase,1
1,1,7028318,12030107,Auction Win,1
1,1,7028324,12030146,Credit Package Purchase,1
1,1,7028327,12030146,Auction Win,1
1,1,7028330,12030170,Credit Package Purchase,1
1,1,7028345,12030170,Auction Win,1
1,1,7028372,12030308,Credit Package Purchase,1
1,1,7028378,12030320,Credit Package Purchase,1
1,1,7028384,12027881,Credit Package Purchase,1
1,1,7028387,12028202,Credit Package Purchase,1
1,1,7028390,12028202,Buy Now Purchase,1
1,1,7028429,12030386,Credit Package Purchase,1
1,1,7028438,12030446,Credit Package Purchase,1
1,1,7028447,12027881,Credit Package Purchase,1
1,1,7028459,12030485,Credit Package Purchase,1
1,1,7028462,12030470,Credit Package Purchase,1
1,1,7028468,12030494,Credit Package Purchase,1
1,1,7028480,12030446,Credit Package Purchase,1
1,1,7028483,12030545,Credit Package Purchase,1
1,1,7028495,12030545,Auction Win,1
1,1,7028504,12030446,Credit Package Purchase,1
1,1,7028513,12027881,Credit Package Purchase,1
1,1,7028516,12026426,Auction Win,1
1,1,7028525,12030593,Credit Package Purchase,1
1,1,7028531,12028682,Credit Package Purchase,1
1,1,7028534,12030446,Auction Win,1
1,1,7028537,12028202,Buy Now Purchase,1
1,1,7028552,12028202,Credit Package Purchase,1
1,1,7028558,12030668,Credit Package Purchase,1
1,1,7028564,12030485,Auction Win,1
1,1,7028570,12027881,Credit Package Purchase,1
1,1,7028576,12030494,Credit Package Purchase,1
1,1,7028588,12030710,Credit Package Purchase,1
1,1,7028591,12030728,Credit Package Purchase,1
1,1,7028615,12027881,Credit Package Purchase,1
1,1,7028618,12030485,Credit Package Purchase,1
1,1,7028621,12030782,Credit Package Purchase,1
1,1,7028627,12030722,Credit Package Purchase,1
1,1,7028633,12029804,Credit Package Purchase,1
1,1,7028636,12030446,Buy Now Purchase,1
1,1,7028639,12030827,Credit Package Purchase,1
1,1,7028645,12030722,Auction Win,1
1,1,7028648,12030830,Credit Package Purchase,1
1,1,7028654,12030839,Credit Package Purchase,1
1,1,7028663,12030854,Credit Package Purchase,1
2,2,7028669,12030830,Auction Win,1
2,2,7028678,12027881,Credit Package Purchase,1
2,2,7028696,12030728,Auction Win,1
2,1,7028699,12030920,Credit Package Purchase,1
2,2,7028711,12027260,Auction Win,1
2,2,7028720,12027260,Auction Win,1
2,1,7028723,12030977,Credit Package Purchase,1
2,1,7028729,12030920,Auction Win,1
2,1,7028738,12031004,Credit Package Purchase,1
2,1,7028741,12031004,Auction Win,1
2,1,7028747,12031031,Credit Package Purchase,1
2,1,7028750,12031004,Auction Win,1
2,2,7028756,12029804,Auction Win,1
2,1,7028777,12031064,Credit Package Purchase,1
2,1,7028786,12031064,Auction Win,1
2,1,7028795,12031079,Credit Package Purchase,1
2,1,7028810,12031094,Credit Package Purchase,1
2,1,7028816,12031091,Credit Package Purchase,1
2,1,7028819,12031064,Auction Win,1
2,1,7028822,12031091,Auction Win,1
2,1,7028825,12031094,Auction Win,1
2,1,7028831,12031079,Auction Win,1
2,1,7028843,12031142,Credit Package Purchase,1
2,1,7028864,12031226,Credit Package Purchase,1
2,2,7028873,12030677,Credit Package Purchase,1
2,2,7028879,12030752,Credit Package Purchase,1
2,2,7028885,12026636,Auction Win,1
2,2,7028888,12030677,Auction Win,1
2,1,7028891,12031304,Credit Package Purchase,1
2,1,7028900,12031313,Credit Package Purchase,1
2,2,7028936,12030320,Auction Win,1
2,2,7028939,12030320,Auction Win,1
2,2,7028987,12026636,Buy Now Purchase,1
2,1,7028993,12031454,Credit Package Purchase,1
2,1,7029002,12031475,Credit Package Purchase,1
2,1,7029008,12031502,Credit Package Purchase,1
2,1,7029020,12031547,Credit Package Purchase,1
2,1,7029023,12031532,Credit Package Purchase,1
2,1,7029038,12031532,Auction Win,1
2,1,7029047,12031622,Credit Package Purchase,1
2,1,7029053,12031532,Auction Win,1
2,1,7029056,12031655,Credit Package Purchase,1
2,1,7029068,12031661,Credit Package Purchase,1
2,1,7029077,12031706,Credit Package Purchase,1
2,1,7029089,12031694,Credit Package Purchase,1
2,1,7029101,12031748,Credit Package Purchase,1
2,1,7029104,12031661,Auction Win,1
2,1,7029110,12031706,Auction Win,1
2,1,7029116,12031706,Auction Win,1
2,1,7029125,12031805,Credit Package Purchase,1
2,1,7029134,12031865,Credit Package Purchase,1
2,1,7029137,12031886,Credit Package Purchase,1
2,1,7029149,12031880,Credit Package Purchase,1
2,1,7029152,12031898,Credit Package Purchase,1
2,1,7029155,12031886,Auction Win,1
2,1,7029158,12031949,Credit Package Purchase,1
2,1,7029164,12031805,Credit Package Purchase,1
2,1,7029185,12031655,Auction Win,1
2,1,7029209,12032063,Credit Package Purchase,1
2,1,7029221,12032063,Auction Win,1
2,1,7029227,12031865,Auction Win,1
2,1,7029233,12032084,Credit Package Purchase,1
2,1,7029236,12031865,Buy Now Purchase,1
2,1,7029242,12032123,Credit Package Purchase,1
2,1,7029248,12032102,Credit Package Purchase,1
2,1,7029251,12032123,Auction Win,1
2,1,7029260,12032084,Auction Win,1
2,1,7029263,12031553,Credit Package Purchase,1
2,1,7029269,12032162,Credit Package Purchase,1
2,1,7029272,12031946,Credit Package Purchase,1
2,1,7029278,12032231,Credit Package Purchase,1
2,1,7029284,12031946,Auction Win,1
2,1,7029290,12032252,Credit Package Purchase,1
2,1,7029299,12032231,Auction Win,1
2,1,7029302,12032276,Credit Package Purchase,1
2,1,7029305,12032291,Credit Package Purchase,1
2,1,7029317,12032084,Auction Win,1
2,1,7029326,12032063,Auction Win,1
2,1,7029341,12032333,Credit Package Purchase,1
2,1,7029347,12032390,Credit Package Purchase,1
2,1,7029350,12032366,Credit Package Purchase,1
2,1,7029353,12032123,Auction Win,1
2,1,7029359,12032282,Credit Package Purchase,1
2,1,7029365,12031949,Credit Package Purchase,1
2,1,7029368,12032402,Credit Package Purchase,1
2,1,7029374,12031880,Auction Win,1
2,1,7029386,12032282,Auction Win,1
2,1,7029413,12032576,Credit Package Purchase,1
2,1,7029416,12032579,Credit Package Purchase,1
2,2,7029419,12026987,Credit Package Purchase,1
2,1,7029428,12032366,Auction Win,1
2,2,7029431,12030752,Auction Win,1
2,1,7029434,12032618,Credit Package Purchase,1
2,1,7029443,12032282,Auction Win,1
2,1,7029446,12031949,Auction Win,1
2,1,7029449,12032735,Credit Package Purchase,1
2,1,7029452,12032282,Buy Now Purchase,1
2,1,7029455,12032801,Credit Package Purchase,1
2,1,7029461,12032828,Credit Package Purchase,1
2,2,7029479,12030842,Credit Package Purchase,1
2,1,7029494,12032852,Credit Package Purchase,1
2,1,7029497,12032618,Auction Win,1
2,1,7029506,12032957,Credit Package Purchase,1
2,1,7029509,12032282,Buy Now Purchase,1
2,1,7029512,12032993,Credit Package Purchase,1
2,2,7029521,12030842,Auction Win,1
2,1,7029536,12032993,Auction Win,1
2,1,7029539,12033023,Credit Package Purchase,1
2,1,7029551,12032801,Auction Win,1
2,1,7029557,12033092,Credit Package Purchase,1
2,1,7029566,12033137,Credit Package Purchase,1
2,1,7029572,12033152,Credit Package Purchase,1
2,1,7029581,12032993,Auction Win,1
2,1,7029587,12033161,Credit Package Purchase,1
2,1,7029590,12033203,Credit Package Purchase,1
2,1,7029596,12033137,Auction Win,1
2,1,7029608,12033161,Auction Win,1
2,2,7029632,12030782,Credit Package Purchase,1
2,1,7029635,12033305,Credit Package Purchase,1
2,1,7029719,12033458,Credit Package Purchase,1
2,1,7029722,12033398,Credit Package Purchase,1
2,1,7029746,12031532,Buy Now Purchase,1
2,1,7029773,12033524,Credit Package Purchase,1
2,1,7029779,12033548,Credit Package Purchase,1
2,1,7029788,12033524,Auction Win,1
2,1,7029791,12033578,Credit Package Purchase,1
2,1,7029794,12033569,Credit Package Purchase,1
2,1,7029806,12032282,Auction Win,1
2,1,7029815,12033677,Credit Package Purchase,1
2,1,7029824,12032282,Auction Win,1
2,1,7029836,12031886,Auction Win,2
2,1,7029881,12033005,Credit Package Purchase,1
2,1,7029884,12033893,Credit Package Purchase,1
2,1,7029917,12033923,Credit Package Purchase,1
2,1,7029965,12034058,Credit Package Purchase,1
2,1,7030070,12034226,Credit Package Purchase,1
2,1,7030082,12034199,Credit Package Purchase,1
2,1,7030121,12034259,Credit Package Purchase,1
2,1,7030136,12034163,Credit Package Purchase,1
2,1,7030169,12032639,Credit Package Purchase,1
2,1,7030181,12034244,Credit Package Purchase,1
2,1,7030184,12033893,Auction Win,1
2,1,7030205,12032801,Auction Win,1
2,1,7030223,12031532,Credit Package Purchase,1
2,1,7030238,12034412,Credit Package Purchase,1
2,1,7030241,12032537,Credit Package Purchase,1
2,1,7030247,12033923,Auction Win,1
2,1,7030250,12034394,Credit Package Purchase,1
2,1,7030268,12034550,Credit Package Purchase,1
2,1,7030274,12034394,Auction Win,1
2,1,7030286,12034163,Auction Win,1
2,1,7030289,12034568,Credit Package Purchase,1
2,1,7030292,12034163,Auction Win,1
2,1,7030298,12034619,Credit Package Purchase,1
2,1,7030310,12034619,Credit Package Purchase,1
2,1,7030319,12034619,Auction Win,1
2,1,7030334,12034694,Credit Package Purchase,1
2,1,7030340,12034712,Credit Package Purchase,1
2,1,7030343,12031532,Buy Now Purchase,1
2,1,7030355,12033923,Auction Win,1
2,1,7030370,12034760,Credit Package Purchase,1
2,1,7030373,12034730,Credit Package Purchase,1
2,1,7030376,12034769,Credit Package Purchase,1
2,2,7030382,12030320,Credit Package Purchase,1
2,1,7030385,12034394,Auction Win,1
2,1,7030391,12034820,Credit Package Purchase,1
2,1,7030397,12034802,Credit Package Purchase,1
2,1,7030400,12034820,Auction Win,1
2,1,7030403,12034244,Auction Win,1
2,1,7030412,12034694,Auction Win,1
2,1,7030415,12034859,Credit Package Purchase,1
2,1,7030424,12034730,Credit Package Purchase,1
2,1,7030433,12034802,Auction Win,1
2,1,7030439,12034928,Credit Package Purchase,1
2,1,7030451,12034937,Credit Package Purchase,1
2,1,7030457,12034946,Credit Package Purchase,1
2,1,7030460,12034730,Credit Package Purchase,1
2,1,7030463,12034928,Auction Win,1
2,1,7030496,12034970,Credit Package Purchase,1
2,1,7030505,12034730,Credit Package Purchase,1
2,2,7030508,12030320,Buy Now Purchase,1
2,1,7030517,12035093,Credit Package Purchase,1
2,1,7030532,12035084,Credit Package Purchase,1
2,1,7030553,12035090,Credit Package Purchase,1
2,1,7030568,12031532,Buy Now Purchase,1
2,1,7030577,12032801,Buy Now Purchase,1
2,2,7030583,12030053,Auction Win,1
2,1,7030595,12035207,Credit Package Purchase,1
2,1,7030598,12035090,Auction Win,1
2,1,7030628,12035276,Credit Package Purchase,1
2,1,7030637,12033986,Credit Package Purchase,1
2,1,7030643,12035189,Credit Package Purchase,1
2,1,7030658,12035312,Credit Package Purchase,1
2,1,7030670,12035345,Credit Package Purchase,1
2,1,7030682,12035294,Credit Package Purchase,1
2,1,7030688,12033548,Auction Win,1
2,1,7030715,12035366,Credit Package Purchase,1
2,1,7030733,12035357,Credit Package Purchase,1
2,1,7030742,12035294,Auction Win,1
2,1,7030769,12035453,Credit Package Purchase,1
2,1,7030799,12035453,Auction Win,1
2,2,7030805,12026426,Auction Win,1
2,2,7030814,12026426,Auction Win,1
2,1,7030829,12035597,Credit Package Purchase,1
2,2,7030832,12026426,Auction Win,1
2,2,7030841,12030677,Credit Package Purchase,1
2,2,7030847,12030710,Credit Package Purchase,1
2,1,7030862,12034619,Auction Win,1
2,1,7030883,12035717,Credit Package Purchase,1
2,1,7030898,12035759,Credit Package Purchase,1
2,1,7030919,12035807,Credit Package Purchase,1
2,1,7030922,12034619,Auction Win,1
2,1,7030934,12035822,Credit Package Purchase,1
2,1,7030967,12035789,Credit Package Purchase,1
2,1,7030988,12035921,Credit Package Purchase,1
2,1,7030991,12035873,Credit Package Purchase,1
2,1,7030997,12035948,Credit Package Purchase,1
2,1,7031000,12035960,Credit Package Purchase,1
2,1,7031006,12035999,Credit Package Purchase,1
2,1,7031012,12034619,Buy Now Purchase,1
2,1,7031036,12036050,Credit Package Purchase,1
2,1,7031072,12036050,Auction Win,1
2,1,7031084,12036140,Credit Package Purchase,1
2,2,7031087,12028229,Credit Package Purchase,1
2,1,7031093,12036152,Credit Package Purchase,1
2,2,7031102,12030485,Credit Package Purchase,1
2,1,7031108,12034214,Credit Package Purchase,1
2,2,7031111,12028229,Auction Win,1
2,1,7031138,12032735,Credit Package Purchase,1
2,2,7031141,12028229,Auction Win,1
2,2,7031147,12030494,Credit Package Purchase,1
2,1,7031156,12036278,Credit Package Purchase,1
2,1,7031159,12035999,Credit Package Purchase,1
2,1,7031165,12031655,Auction Win,1
2,1,7031168,12035999,Auction Win,1
2,1,7031177,12035759,Credit Package Purchase,1
2,1,7031204,12036344,Credit Package Purchase,1
2,1,7031207,12036152,Credit Package Purchase,1
2,1,7031219,12035999,Auction Win,1
2,1,7031225,12036386,Credit Package Purchase,1
2,1,7031228,12035759,Credit Package Purchase,1
2,1,7031231,12036398,Credit Package Purchase,1
2,1,7031273,12036425,Credit Package Purchase,1
2,1,7031276,12036476,Credit Package Purchase,1
2,1,7031288,12036470,Credit Package Purchase,1
2,1,7031294,12036467,Credit Package Purchase,1
2,1,7031300,12036506,Credit Package Purchase,1
2,1,7031306,12036515,Credit Package Purchase,1
2,1,7031315,12035759,Credit Package Purchase,1
2,1,7031336,12036506,Auction Win,1
2,1,7031360,12036467,Credit Package Purchase,1
2,1,7031381,12036617,Credit Package Purchase,1
2,1,7031387,12036617,Auction Win,1
2,1,7031390,12035759,Credit Package Purchase,1
2,1,7031405,12036467,Credit Package Purchase,1
2,1,7031408,12036701,Credit Package Purchase,1
2,1,7031420,12036737,Credit Package Purchase,1
2,1,7031426,12036467,Credit Package Purchase,1
2,1,7031450,12036344,Auction Win,1
2,1,7031453,12036701,Auction Win,1
3,2,7031459,12035759,Credit Package Purchase,1
3,2,7031486,12036344,Auction Win,1
3,2,7031489,12035759,Credit Package Purchase,1
3,1,7031501,12036797,Credit Package Purchase,1
3,2,7031522,12031142,Auction Win,1
3,1,7031531,12036884,Credit Package Purchase,1
3,1,7031534,12036899,Credit Package Purchase,1
3,1,7031540,12036899,Auction Win,1
3,3,7031546,12026738,Auction Win,1
3,1,7031585,12036974,Credit Package Purchase,1
3,1,7031597,12036974,Auction Win,1
3,1,7031609,12036986,Credit Package Purchase,1
3,2,7031627,12035333,Credit Package Purchase,1
3,1,7031633,12036998,Credit Package Purchase,1
3,1,7031636,12036998,Auction Win,1
3,2,7031654,12031532,Buy Now Purchase,1
3,2,7031660,12031532,Buy Now Purchase,1
3,3,7031666,12026708,Auction Win,1
3,3,7031669,12026708,Auction Win,1
3,1,7031675,12037130,Credit Package Purchase,1
3,1,7031678,12037130,Auction Win,1
3,1,7031684,12037148,Credit Package Purchase,1
3,1,7031690,12037109,Credit Package Purchase,1
3,2,7031696,12033104,Credit Package Purchase,1
3,2,7031699,12033104,Auction Win,1
3,1,7031702,12037172,Credit Package Purchase,1
3,3,7031708,12027005,Buy Now Purchase,1
3,1,7031711,12037223,Credit Package Purchase,1
3,1,7031717,12037238,Credit Package Purchase,1
3,1,7031723,12037247,Credit Package Purchase,1
3,1,7031726,12037280,Credit Package Purchase,1
3,2,7031729,12033398,Auction Win,1
3,1,7031732,12037244,Credit Package Purchase,1
3,1,7031738,12037223,Auction Win,1
3,1,7031744,12037292,Credit Package Purchase,1
3,1,7031750,12037298,Credit Package Purchase,1
3,1,7031756,12037247,Auction Win,1
3,1,7031774,12037349,Credit Package Purchase,1
3,1,7031792,12037382,Credit Package Purchase,1
3,1,7031795,12037394,Credit Package Purchase,1
3,1,7031801,12037412,Credit Package Purchase,1
3,1,7031804,12037442,Credit Package Purchase,1
3,1,7031807,12037475,Credit Package Purchase,1
3,1,7031810,12037475,Auction Win,1
3,2,7031813,12033203,Auction Win,1
3,1,7031816,12036986,Auction Win,1
3,1,7031822,12037505,Credit Package Purchase,1
3,1,7031825,12037382,Auction Win,1
3,2,7031828,12031898,Auction Win,1
3,1,7031831,12037541,Credit Package Purchase,1
3,1,7031837,12037523,Credit Package Purchase,1
3,2,7031840,12032291,Auction Win,1
3,2,7031846,12034214,Auction Win,1
3,1,7031858,12037637,Credit Package Purchase,1
3,1,7031867,12037637,Auction Win,1
3,1,7031879,12037715,Credit Package Purchase,1
3,3,7031882,12028202,Credit Package Purchase,1
3,1,7031891,12037799,Credit Package Purchase,1
3,1,7031900,12037811,Credit Package Purchase,1
3,1,7031903,12037670,Credit Package Purchase,1
3,1,7031906,12037790,Credit Package Purchase,1
3,1,7031918,12037670,Auction Win,1
3,1,7031936,12037784,Credit Package Purchase,1
3,2,7031939,12032084,Auction Win,1
3,1,7031945,12037883,Credit Package Purchase,1
3,1,7031948,12037802,Credit Package Purchase,1
3,1,7031951,12037856,Credit Package Purchase,1
3,1,7031957,12037784,Auction Win,1
3,1,7031963,12037892,Credit Package Purchase,1
3,1,7031975,12037790,Auction Win,1
3,3,7031978,12026879,Buy Now Purchase,1
3,1,7031981,12037892,Auction Win,1
3,1,7031987,12037964,Credit Package Purchase,1
3,2,7032002,12035954,Credit Package Purchase,1
3,2,7032005,12033161,Credit Package Purchase,1
3,1,7032017,12038006,Credit Package Purchase,1
3,1,7032023,12038036,Credit Package Purchase,1
3,1,7032026,12038015,Credit Package Purchase,1
3,1,7032038,12038036,Auction Win,1
3,3,7032041,12028229,Credit Package Purchase,1
3,2,7032047,12033161,Credit Package Purchase,1
3,1,7032053,12037964,Auction Win,1
3,1,7032056,12037802,Auction Win,1
3,1,7032059,12037802,Auction Win,1
3,3,7032062,12030320,Credit Package Purchase,1
3,2,7032068,12033161,Credit Package Purchase,1
3,1,7032074,12037802,Credit Package Purchase,1
3,1,7032083,12038138,Credit Package Purchase,1
3,1,7032086,12038006,Auction Win,1
3,1,7032089,12038138,Auction Win,1
3,1,7032095,12037394,Credit Package Purchase,1
3,1,7032104,12037883,Credit Package Purchase,1
3,2,7032116,12036470,Credit Package Purchase,1
3,1,7032119,12038162,Credit Package Purchase,1
3,2,7032125,12033923,Buy Now Purchase,1
3,1,7032134,12038210,Credit Package Purchase,1
3,1,7032161,12038270,Credit Package Purchase,1
3,1,7032176,12038321,Credit Package Purchase,1
3,3,7032191,12030320,Buy Now Purchase,1
3,1,7032194,12038405,Credit Package Purchase,1
3,3,7032197,12030830,Credit Package Purchase,1
3,2,7032209,12033923,Buy Now Purchase,1
3,2,7032230,12036506,Auction Win,1
3,2,7032239,12035357,Auction Win,1
3,1,7032242,12038498,Credit Package Purchase,1
3,2,7032245,12033161,Credit Package Purchase,1
3,1,7032251,12038561,Credit Package Purchase,1
3,1,7032254,12038564,Credit Package Purchase,1
