date_registration,time_registration,user_id,user_state_info,notify_pref,user_channel
1,13:53:12,12027974,Active,3,4
1,13:54:35,12027980,Active,3,6
1,13:55:45,12027986,Active,0,3
1,13:58:02,12027992,Active,3,6
1,13:58:13,12027995,Active,3,6
1,13:59:06,12027998,Active,3,4
1,14:01:58,12028013,Active,3,3
1,14:04:56,12028025,Active,3,6
1,14:07:50,12028031,Unconfirmed,3,1
1,14:10:18,12028037,Active,3,4
1,14:15:41,12028043,Active,3,3
1,14:16:10,12028046,Unconfirmed,3,1
1,14:16:21,12028049,Active,3,3
1,14:16:23,12028052,Active,3,2
1,14:17:11,12028055,Active,3,3
1,14:17:21,12028061,Active,0,1
1,14:17:32,12028064,Active,3,3
1,14:17:32,12028067,Active,3,4
1,14:17:46,12028070,Active,3,3
1,14:17:54,12028073,Active,3,4
1,14:18:00,12028076,Active,3,3
1,14:18:26,12028079,Active,3,4
1,14:19:49,12028082,Unconfirmed,3,1
1,14:21:58,12028091,Active,3,3
1,14:22:26,12028094,Active,3,3
1,14:22:26,12028097,Active,3,4
1,14:23:56,12028106,Active,3,3
1,14:24:03,12028109,Active,3,4
1,14:25:20,12028121,Active,0,7
1,14:25:21,12028124,Active,3,4
1,14:26:20,12028127,Active,3,4
1,14:26:30,12028130,Active,3,4
1,14:26:42,12028133,Active,3,1
1,14:28:09,12028139,Unconfirmed,3,1
1,14:30:20,12028157,Active,3,4
1,14:30:59,12028160,Unconfirmed,3,1
1,14:31:47,12028163,Active,3,1
1,14:32:16,12028166,Active,3,3
1,14:32:29,12028169,Unconfirmed,3,1
1,14:34:01,12028172,Unconfirmed,3,1
1,14:34:13,12028175,Active,3,1
1,14:34:15,12028178,Active,3,5
1,14:34:59,12028181,Active,3,7
1,14:35:19,12028184,Active,3,4
1,14:35:27,12028187,Active,3,4
1,14:35:41,12028190,Active,3,1
1,14:35:51,12028193,Active,3,4
1,14:37:37,12028202,Active,0,2
1,14:37:52,12028205,Active,0,5
1,14:39:43,12028217,Active,3,2
1,14:39:59,12028220,Unconfirmed,3,1
1,14:40:19,12028223,Active,3,4
1,14:40:21,12028226,Active,3,4
1,14:41:48,12028229,Active,3,4
1,14:42:32,12028241,Active,3,3
1,14:43:15,12028244,Active,3,4
1,14:46:45,12028262,Active,3,4
1,14:47:22,12028265,Unconfirmed,3,1
1,14:47:32,12028268,Active,3,6
1,14:48:18,12028271,Unconfirmed,3,1
1,14:49:34,12028274,Active,3,4
1,14:50:51,12028280,Active,3,4
1,14:51:41,12028283,Active,3,4
1,14:53:16,12028286,Active,3,3
1,14:53:48,12028289,Active,3,3
1,14:53:50,12028292,Active,3,5
1,14:54:19,12028298,Active,3,4
1,14:54:26,12028301,Active,3,2
1,14:56:53,12028310,Active,3,6
1,14:58:54,12028319,Active,3,6
1,14:59:42,12028322,Active,3,3
1,15:05:27,12028349,Active,3,4
1,15:09:11,12028364,Active,3,2
1,15:09:25,12028367,Active,3,3
1,15:09:43,12028370,Active,3,3
1,15:10:35,12028379,Active,3,5
1,15:15:24,12028391,Active,3,4
1,15:15:39,12028394,Active,3,4
1,15:16:07,12028400,Active,3,3
1,15:16:30,12028403,Active,3,3
1,15:17:59,12028412,Active,3,4
1,15:21:11,12028421,Unconfirmed,3,1
1,15:22:42,12028424,Active,3,4
1,15:23:12,12028427,Active,3,5
1,15:23:34,12028433,Active,3,4
1,15:23:45,12028436,Active,3,4
1,15:24:47,12028442,Active,3,4
1,15:24:55,12028445,Active,3,3
1,15:24:59,12028448,Active,3,4
1,15:25:27,12028451,Active,3,4
1,15:25:34,12028454,Active,3,3
1,15:28:07,12028457,Active,3,4
1,15:28:38,12028460,Unconfirmed,3,1
1,15:29:03,12028463,Active,3,1
1,15:30:47,12028466,Active,3,2
1,15:31:09,12028469,Active,3,4
1,15:31:39,12028475,Active,3,4
1,15:32:51,12028487,Active,3,5
1,15:33:10,12028490,Active,3,4
1,15:33:20,12028493,Active,3,3
1,15:33:33,12028499,Active,3,4
1,15:33:41,12028502,Unconfirmed,3,3
1,15:33:46,12028505,Active,3,1
1,15:34:58,12028511,Active,3,4
1,15:37:18,12028520,Active,3,3
1,15:38:11,12028523,Unconfirmed,3,1
1,15:39:28,12028526,Active,3,4
1,15:39:36,12028529,Active,3,1
1,15:42:40,12028538,Active,3,1
1,15:44:02,12028544,Active,3,3
1,15:45:58,12028547,Active,3,1
1,15:46:15,12028550,Active,3,3
1,15:46:35,12028553,Active,3,4
1,15:52:06,12028571,Active,3,3
1,15:52:06,12028574,Active,3,2
1,15:53:28,12028586,Active,3,2
1,15:53:30,12028589,Active,3,4
1,15:53:52,12028592,Active,3,5
1,15:54:46,12028601,Unconfirmed,3,3
1,15:54:51,12028607,Active,3,4
1,15:54:57,12028610,Active,3,4
1,15:55:23,12028613,Active,3,4
1,15:55:37,12028616,Active,3,2
1,15:55:53,12028619,Active,3,2
1,15:57:53,12028628,Active,3,4
1,15:59:19,12028634,Unconfirmed,3,1
1,16:01:42,12028643,Active,3,4
1,16:02:04,12028646,Active,3,3
1,16:02:41,12028652,Active,3,4
1,16:02:44,12028655,Active,3,4
1,16:03:01,12028658,Unconfirmed,3,1
1,16:04:07,12028661,Active,3,4
1,16:05:29,12028670,Active,3,3
1,16:05:34,12028673,Active,3,3
1,16:05:58,12028676,Active,3,5
1,16:06:19,12028682,Active,3,3
1,16:08:00,12028691,Active,3,2
1,16:08:33,12028694,Active,3,5
1,16:11:24,12028703,Active,3,1
1,16:12:46,12028709,Active,3,4
1,16:12:49,12028712,Active,3,3
1,16:13:08,12028715,Active,3,4
1,16:17:55,12028736,Active,3,1
1,16:18:07,12028739,Unconfirmed,3,1
1,16:20:47,12028742,Active,3,3
1,16:20:56,12028745,Active,3,2
1,16:21:20,12028748,Active,3,3
1,16:21:27,12028751,Active,3,5
1,16:22:29,12028754,Active,3,3
1,16:22:59,12028757,Active,3,6
1,16:23:34,12028763,Active,3,5
1,16:27:47,12028778,Active,3,2
1,16:28:35,12028781,Active,3,1
1,16:29:41,12028784,Active,3,4
1,16:30:11,12028787,Active,3,3
1,16:32:38,12028799,Active,3,6
1,16:32:53,12028802,Active,3,2
1,16:33:09,12028805,Active,3,4
1,16:34:53,12028817,Active,3,4
1,16:35:36,12028820,Active,3,2
1,16:36:55,12028826,Unconfirmed,3,1
1,16:37:09,12028832,Active,3,4
1,16:38:41,12028835,Active,3,3
1,16:41:11,12028841,Active,3,4
1,16:41:27,12028844,Active,3,4
1,16:41:36,12028847,Active,3,4
1,16:41:54,12028850,Unconfirmed,3,1
1,16:41:56,12028853,Active,3,4
1,16:42:00,12028856,Active,3,4
1,16:42:05,12028859,Active,3,4
1,16:42:14,12028862,Active,3,4
1,16:42:23,12028865,Active,3,4
1,16:42:28,12028868,Active,3,3
1,16:42:33,12028871,Active,3,4
1,16:42:35,12028874,Active,3,3
1,16:43:07,12028883,Active,3,1
1,16:43:29,12028886,Unconfirmed,3,1
1,16:43:54,12028889,Active,3,4
1,16:43:57,12028892,Active,3,4
1,16:43:59,12028895,Active,3,4
1,16:44:00,12028898,Active,3,4
1,16:44:05,12028901,Active,3,4
1,16:44:17,12028904,Active,3,4
1,16:44:23,12028907,Active,3,4
1,16:44:27,12028910,Unconfirmed,3,1
1,16:44:56,12028916,Active,3,4
1,16:45:11,12028919,Active,3,3
1,16:45:15,12028922,Active,3,4
1,16:45:16,12028928,Active,3,4
1,16:45:34,12028934,Active,3,4
1,16:45:42,12028937,Active,3,4
1,16:46:11,12028943,Active,3,4
1,16:46:26,12028946,Active,3,4
1,16:46:54,12028949,Active,3,4
1,16:47:23,12028952,Unconfirmed,3,1
1,16:47:26,12028955,Active,3,5
1,16:47:46,12028958,Active,3,2
1,16:52:30,12028973,Unconfirmed,3,5
1,16:53:03,12028979,Active,3,1
1,16:53:16,12028985,Active,3,1
1,16:53:47,12028991,Active,3,4
1,16:53:52,12028994,Unconfirmed,3,3
1,16:56:17,12029012,Active,0,1
1,16:56:34,12029015,Active,3,2
1,16:57:12,12029021,Active,3,4
1,16:57:45,12029024,Active,3,4
1,16:58:02,12029027,Active,3,5
1,16:58:17,12029030,Active,3,1
1,16:58:49,12029036,Unconfirmed,3,1
1,16:59:12,12029039,Active,0,4
1,16:59:15,12029042,Active,3,3
1,16:59:27,12029045,Active,3,3
1,17:04:12,12029057,Unconfirmed,3,3
1,17:04:43,12029060,Active,3,1
1,17:04:43,12029063,Active,0,4
1,17:06:06,12029066,Active,3,3
1,17:06:25,12029069,Unconfirmed,3,3
1,17:07:02,12029075,Active,3,4
1,17:08:13,12029078,Active,3,6
1,17:10:54,12029081,Active,3,4
1,17:11:30,12029090,Active,3,4
1,17:14:13,12029102,Active,3,4
1,17:15:30,12029105,Active,3,4
1,17:20:18,12029123,Active,3,5
1,17:20:40,12029126,Active,0,3
1,17:23:59,12029150,Unconfirmed,3,3
1,17:24:53,12029153,Active,3,4
1,17:27:41,12029159,Active,3,3
1,17:28:38,12029162,Active,3,4
1,17:29:31,12029171,Unconfirmed,3,2
1,17:30:23,12029174,Active,3,5
1,17:31:40,12029183,Unconfirmed,3,1
1,17:33:05,12029186,Unconfirmed,3,1
1,17:34:39,12029192,Active,3,3
1,17:35:23,12029195,Active,3,4
1,17:35:43,12029204,Unconfirmed,3,1
1,17:36:02,12029207,Unconfirmed,3,1
1,17:36:18,12029210,Active,3,3
1,17:36:54,12029213,Active,3,4
1,17:38:33,12029222,Active,3,6
1,17:39:15,12029228,Active,3,4
1,17:41:11,12029231,Active,3,1
1,17:41:29,12029234,Active,3,4
1,17:43:11,12029243,Active,3,1
1,17:43:41,12029246,Active,3,3
1,17:43:43,12029249,Active,3,1
1,17:44:32,12029252,Active,3,1
1,17:45:21,12029258,Active,3,1
1,17:45:51,12029261,Active,3,1
1,17:45:59,12029264,Unconfirmed,3,1
1,17:48:20,12029273,Active,3,3
1,17:48:54,12029279,Active,3,4
1,17:50:47,12029288,Unconfirmed,3,5
1,17:50:53,12029291,Unconfirmed,3,1
1,17:55:55,12029306,Active,3,3
1,17:56:49,12029309,Active,3,3
1,17:58:14,12029312,Active,3,1
1,17:58:27,12029315,Active,3,4
1,18:01:01,12029324,Active,3,5
1,18:05:04,12029330,Unconfirmed,3,1
1,18:06:14,12029339,Unconfirmed,3,5
1,18:06:57,12029345,Unconfirmed,3,5
1,18:07:30,12029348,Active,3,1
1,18:10:39,12029360,Active,3,6
1,18:11:29,12029363,Active,3,4
1,18:14:07,12029369,Active,3,4
1,18:14:55,12029372,Active,3,3
1,18:15:18,12029375,Active,3,5
1,18:16:02,12029378,Active,3,4
1,18:18:44,12029384,Active,3,2
1,18:19:47,12029387,Unconfirmed,3,1
1,18:23:36,12029399,Active,3,4
1,18:29:33,12029423,Active,3,4
1,18:30:41,12029432,Active,3,3
1,18:30:50,12029435,Unconfirmed,3,3
1,18:31:24,12029438,Active,3,1
1,18:34:06,12029447,Active,3,4
1,18:35:47,12029453,Active,3,4
1,18:38:20,12029465,Active,3,3
1,18:40:32,12029471,Active,3,3
1,18:41:24,12029474,Active,3,4
1,18:44:20,12029480,Active,3,7
1,18:47:35,12029489,Active,3,3
1,18:49:59,12029498,Active,3,3
1,18:50:35,12029501,Active,3,5
1,18:50:42,12029504,Active,3,3
1,18:50:49,12029507,Active,3,3
1,18:51:36,12029510,Active,0,3
1,18:51:37,12029513,Active,3,3
1,18:53:50,12029531,Unconfirmed,3,1
1,18:54:01,12029534,Active,3,6
1,18:54:46,12029537,Active,3,4
1,18:57:03,12029543,Active,0,1
1,18:57:58,12029549,Unconfirmed,3,3
1,19:00:07,12029555,Active,3,2
1,19:00:18,12029561,Unconfirmed,3,3
1,19:07:37,12029567,Unconfirmed,3,1
1,19:08:27,12029570,Active,3,1
1,19:09:25,12029573,Active,3,4
1,19:10:07,12029579,Active,3,6
1,19:12:30,12029585,Active,3,7
1,19:12:59,12029588,Active,3,1
1,19:13:06,12029591,Active,3,3
1,19:13:43,12029594,Active,3,4
1,19:14:08,12029597,Active,3,6
1,19:36:37,12029702,Active,3,4
1,19:37:42,12029705,Active,3,6
1,19:38:17,12029708,Active,3,3
1,19:39:04,12029717,Active,3,4
1,19:44:52,12029741,Active,3,4
1,19:46:38,12029744,Active,3,6
1,19:49:38,12029747,Active,3,3
1,19:50:04,12029750,Active,3,5
1,19:51:47,12029759,Unconfirmed,3,1
1,19:52:10,12029762,Active,3,3
1,19:52:33,12029765,Active,3,1
1,19:57:59,12029795,Unconfirmed,3,1
1,19:59:20,12029801,Active,3,4
1,19:59:26,12029804,Active,3,3
1,20:00:34,12029807,Unconfirmed,3,1
1,20:01:43,12029813,Active,3,3
1,20:02:50,12029816,Unconfirmed,3,3
1,20:04:26,12029831,Active,3,2
1,20:07:57,12029840,Active,3,3
1,20:08:27,12029843,Active,3,1
1,20:12:09,12029852,Active,3,3
1,20:12:57,12029861,Active,3,2
1,20:14:35,12029864,Unconfirmed,3,1
1,20:17:49,12029873,Unconfirmed,3,3
1,20:18:54,12029882,Active,3,5
1,20:19:17,12029888,Active,3,4
1,20:19:22,12029891,Unconfirmed,3,1
1,20:19:59,12029897,Unconfirmed,3,1
1,20:21:54,12029915,Active,3,1
1,20:21:56,12029918,Active,3,4
1,20:22:07,12029921,Active,3,4
1,20:22:16,12029924,Active,3,4
1,20:22:32,12029927,Active,3,5
1,20:22:48,12029930,Unconfirmed,3,1
1,20:23:10,12029933,Active,3,1
1,20:23:24,12029936,Active,3,1
1,20:23:42,12029942,Active,3,1
1,20:23:57,12029945,Unconfirmed,3,1
1,20:24:37,12029948,Active,3,4
1,20:25:15,12029954,Unconfirmed,3,1
1,20:25:22,12029957,Active,3,3
1,20:26:50,12029972,Active,3,4
1,20:29:43,12029978,Active,3,4
1,20:31:21,12029981,Active,3,7
1,20:31:30,12029984,Unconfirmed,3,3
1,20:37:21,12029999,Active,3,5
1,20:37:59,12030008,Active,0,4
1,20:44:47,12030038,Active,3,3
1,20:45:57,12030053,Active,3,4
1,20:53:13,12030101,Active,3,3
1,20:54:17,12030107,Active,3,3
1,20:57:52,12030122,Active,3,4
1,21:02:05,12030137,Unconfirmed,3,1
1,21:03:14,12030146,Active,3,4
1,21:08:10,12030155,Active,3,3
1,21:09:16,12030170,Active,3,3
1,21:09:18,12030173,Unconfirmed,3,3
1,21:11:32,12030176,Active,3,4
1,21:13:33,12030179,Active,3,7
1,21:14:03,12030182,Active,3,4
1,21:14:22,12030185,Active,3,1
1,21:14:29,12030188,Active,3,2
1,21:14:55,12030191,Active,3,2
1,21:16:06,12030194,Active,3,3
1,21:17:48,12030209,Active,3,2
1,21:19:01,12030215,Active,3,1
1,21:19:49,12030218,Active,3,5
1,21:20:59,12030227,Active,3,4
1,21:21:33,12030230,Active,3,4
1,21:23:21,12030233,Active,3,2
1,21:23:37,12030236,Unconfirmed,3,1
